CustomerID;Age;Gender;Income;CampaignChannel;CampaignType;AdSpend;ClickThroughRate;ConversionRate;WebsiteVisits;PagesPerVisit;TimeOnSite;SocialShares;EmailOpens;EmailClicks;PreviousPurchases;LoyaltyPoints;AdvertisingPlatform;AdvertisingTool;Conversion
10241;22;Female;133548,00;SEO;Conversion;2678,17;0,03;0,15;49;1,21;11,86;30;7;5;7;1553;IsConfid;ToolConfid;1
10242;37;Female;56079,00;Referral;Consideration;2123,54;0,26;0,03;31;7,38;4,28;68;0;9;8;2519;IsConfid;ToolConfid;1
10243;25;Male;104225,00;Referral;Consideration;3621,22;0,18;0,08;40;1,96;6,92;98;4;0;3;3208;IsConfid;ToolConfid;1
10244;60;Female;44259,00;SEO;Conversion;836,23;0,30;0,06;35;8,79;9,67;16;9;0;2;4313;IsConfid;ToolConfid;1
10245;29;Female;46571,00;SEO;Conversion;8581,75;0,02;0,11;26;6,59;14,50;59;3;5;9;1919;IsConfid;ToolConfid;1
10246;18;Male;71119,00;Referral;Conversion;8615,45;0,25;0,02;32;3,98;0,99;95;2;5;9;3094;IsConfid;ToolConfid;1
10247;37;Male;28009,00;PPC;Awareness;4188,04;0,24;0,15;20;3,50;8,02;3;14;4;1;2529;IsConfid;ToolConfid;1
10248;45;Male;130210,00;Social Media;Retention;6159,67;0,05;0,03;25;1,74;14,07;9;4;5;1;2828;IsConfid;ToolConfid;0
10249;60;Male;130531,00;Referral;Consideration;6455,32;0,11;0,06;13;7,18;4,20;93;15;9;3;231;IsConfid;ToolConfid;1
10250;54;Female;81829,00;SEO;Consideration;7517,66;0,27;0,16;42;9,25;2,13;8;14;4;7;3238;IsConfid;ToolConfid;1
10251;64;Female;58230,00;Email;Conversion;5254,83;0,16;0,02;35;7,81;9,15;60;15;5;5;1933;IsConfid;ToolConfid;1
10252;54;Female;131364,00;Email;Awareness;5152,33;0,13;0,14;27;6,57;2,71;89;8;8;2;4828;IsConfid;ToolConfid;1
10253;29;Female;76049,00;SEO;Conversion;6349,91;0,27;0,19;27;2,07;13,24;21;15;6;3;4186;IsConfid;ToolConfid;1
10254;54;Female;121762,00;SEO;Awareness;7060,18;0,04;0,13;20;8,45;10,99;20;17;2;2;3669;IsConfid;ToolConfid;1
10255;66;Male;143273,00;Social Media;Retention;3532,23;0,15;0,15;47;9,69;2,25;22;15;8;2;4776;IsConfid;ToolConfid;1
10256;66;Female;139466,00;SEO;Consideration;3370,67;0,20;0,16;40;3,37;8,87;60;3;5;8;2877;IsConfid;ToolConfid;1
10257;61;Female;56498,00;Email;Consideration;2770,21;0,19;0,05;28;4,78;0,89;11;16;4;2;2039;IsConfid;ToolConfid;1
10258;45;Female;139053,00;PPC;Awareness;5533,58;0,09;0,12;45;1,13;12,75;94;10;3;1;3498;IsConfid;ToolConfid;1
10259;64;Male;48820,00;SEO;Retention;3665,54;0,17;0,07;37;8,49;3,48;16;14;9;1;3480;IsConfid;ToolConfid;1
10260;32;Female;60315,00;Social Media;Retention;5449,10;0,22;0,06;33;1,19;11,11;54;17;0;7;4245;IsConfid;ToolConfid;1
10261;23;Male;115018,00;PPC;Consideration;4119,25;0,18;0,05;0;5,38;2,04;20;3;6;9;2124;IsConfid;ToolConfid;0
10262;61;Female;52795,00;Social Media;Consideration;8383,67;0,21;0,12;19;6,19;7,35;53;14;4;2;859;IsConfid;ToolConfid;1
10263;37;Male;133812,00;PPC;Conversion;823,99;0,08;0,16;25;1,50;13,97;46;1;0;9;85;IsConfid;ToolConfid;0
10264;67;Female;105411,00;SEO;Awareness;5764,88;0,25;0,18;26;2,58;1,58;40;6;3;9;4781;IsConfid;ToolConfid;1
10265;31;Male;59191,00;Email;Consideration;5798,68;0,14;0,09;22;8,12;4,78;96;11;9;8;3312;IsConfid;ToolConfid;1
10266;19;Male;74453,00;PPC;Retention;3898,80;0,30;0,08;6;3,27;11,85;14;16;0;2;1117;IsConfid;ToolConfid;1
10267;26;Female;32453,00;Referral;Retention;4268,11;0,02;0,14;21;7,52;7,22;95;8;9;9;3496;IsConfid;ToolConfid;1
10268;54;Male;140848,00;Social Media;Consideration;8021,30;0,12;0,16;46;7,74;9,93;58;9;3;1;4094;IsConfid;ToolConfid;1
10269;37;Female;70325,00;PPC;Retention;2878,67;0,06;0,06;36;4,67;12,27;98;1;6;7;4146;IsConfid;ToolConfid;1
10270;43;Female;69490,00;Social Media;Awareness;8726,90;0,17;0,07;34;1,57;11,87;14;6;8;5;3719;IsConfid;ToolConfid;1
10271;46;Female;94796,00;Email;Retention;8973,80;0,08;0,11;46;1,10;6,23;28;17;1;3;4985;IsConfid;ToolConfid;1
10272;18;Male;134165,00;Social Media;Retention;6541,13;0,22;0,09;3;5,43;6,74;10;5;3;0;4785;IsConfid;ToolConfid;1
10273;52;Female;69993,00;Social Media;Consideration;7751,29;0,27;0,14;28;1,64;8,78;28;18;0;9;159;IsConfid;ToolConfid;1
10274;23;Female;130780,00;Referral;Awareness;6168,18;0,07;0,11;36;7,54;2,28;85;16;5;5;878;IsConfid;ToolConfid;1
10275;54;Female;65706,00;Social Media;Awareness;5300,07;0,06;0,03;35;4,43;13,11;89;12;7;6;1962;IsConfid;ToolConfid;1
10276;22;Male;134981,00;PPC;Conversion;9670,11;0,26;0,04;2;7,15;1,86;81;3;2;7;1364;IsConfid;ToolConfid;1
10277;50;Female;62817,00;Social Media;Awareness;2898,28;0,11;0,18;1;4,67;3,18;88;14;4;6;4309;IsConfid;ToolConfid;1
10278;66;Female;84544,00;SEO;Conversion;1626,09;0,14;0,05;4;6,66;14,20;84;1;0;1;1367;IsConfid;ToolConfid;1
10279;68;Male;111434,00;Social Media;Consideration;2946,11;0,07;0,02;17;8,50;4,59;87;0;4;2;4771;IsConfid;ToolConfid;0
10280;31;Male;75710,00;SEO;Retention;6184,79;0,13;0,15;33;8,96;4,04;55;15;0;0;3779;IsConfid;ToolConfid;1
10281;29;Female;70799,00;Social Media;Awareness;1933,32;0,08;0,14;14;1,15;6,67;91;7;4;3;3338;IsConfid;ToolConfid;1
10282;59;Female;139586,00;Social Media;Conversion;9097,26;0,20;0,12;49;6,81;11,00;52;6;8;4;1609;IsConfid;ToolConfid;1
10283;37;Female;80964,00;PPC;Awareness;4169,14;0,15;0,11;49;6,08;5,81;2;4;6;8;11;IsConfid;ToolConfid;1
10284;67;Female;73678,00;SEO;Consideration;8514,63;0,24;0,19;39;6,73;13,18;12;19;6;0;4432;IsConfid;ToolConfid;1
10285;41;Male;91150,00;SEO;Conversion;2567,44;0,10;0,03;43;1,52;2,67;37;1;8;6;1063;IsConfid;ToolConfid;1
10286;60;Male;117379,00;Referral;Conversion;3200,37;0,16;0,11;40;1,63;2,21;69;4;4;3;1527;IsConfid;ToolConfid;1
10287;51;Female;80438,00;Social Media;Conversion;686,31;0,09;0,12;0;5,47;1,62;10;9;7;7;3351;IsConfid;ToolConfid;1
10288;42;Female;129987,00;Social Media;Consideration;2651,90;0,28;0,01;21;1,51;4,83;22;13;6;9;1361;IsConfid;ToolConfid;1
10289;67;Female;97223,00;PPC;Conversion;4954,11;0,16;0,09;24;7,99;3,39;72;1;5;1;2319;IsConfid;ToolConfid;1
10290;46;Female;81926,00;Referral;Retention;9466,76;0,06;0,16;16;7,95;7,19;55;18;5;4;3634;IsConfid;ToolConfid;1
10291;56;Male;23801,00;Referral;Consideration;3950,14;0,09;0,10;32;2,06;14,94;16;4;6;1;3087;IsConfid;ToolConfid;0
10292;48;Female;61048,00;PPC;Retention;6433,46;0,03;0,18;16;5,10;13,09;8;4;9;1;2105;IsConfid;ToolConfid;1
10293;64;Female;60144,00;SEO;Retention;4334,33;0,02;0,13;37;6,35;13,48;82;4;2;6;2722;IsConfid;ToolConfid;1
10294;60;Male;114478,00;Email;Consideration;563,24;0,16;0,16;4;8,74;12,55;98;5;4;3;4321;IsConfid;ToolConfid;1
10295;67;Female;30148,00;PPC;Awareness;5084,97;0,11;0,16;36;9,90;4,44;95;16;1;8;2208;IsConfid;ToolConfid;1
10296;40;Male;132364,00;SEO;Retention;752,55;0,29;0,14;42;1,15;3,78;91;13;4;9;726;IsConfid;ToolConfid;1
10297;61;Male;102819,00;Referral;Consideration;8848,63;0,06;0,15;42;5,29;11,12;27;3;7;1;3657;IsConfid;ToolConfid;1
10298;55;Female;39861,00;PPC;Retention;7555,07;0,24;0,14;10;8,23;9,19;78;17;6;6;3139;IsConfid;ToolConfid;1
10299;37;Female;120048,00;Email;Conversion;3848,65;0,10;0,11;11;8,16;3,49;18;17;2;7;4827;IsConfid;ToolConfid;1
10300;40;Female;81717,00;Social Media;Retention;6438,16;0,07;0,12;43;5,88;14,53;96;10;6;0;1803;IsConfid;ToolConfid;1
10301;62;Male;42480,00;PPC;Retention;1209,08;0,29;0,05;33;2,64;6,65;86;16;1;0;1296;IsConfid;ToolConfid;0
10302;69;Male;38637,00;Email;Retention;7055,29;0,24;0,17;34;6,03;12,31;91;13;3;6;3551;IsConfid;ToolConfid;1
10303;33;Male;64621,00;Email;Conversion;8245,05;0,19;0,07;38;4,52;1,57;3;5;9;4;4620;IsConfid;ToolConfid;1
10304;67;Male;80304,00;PPC;Retention;8235,28;0,21;0,11;45;4,68;1,01;46;18;1;6;3258;IsConfid;ToolConfid;1
10305;59;Male;67431,00;SEO;Consideration;2914,35;0,30;0,06;15;3,96;7,11;46;17;6;0;2478;IsConfid;ToolConfid;1
10306;25;Female;119937,00;PPC;Retention;2711,09;0,18;0,14;23;2,30;2,23;30;7;4;8;4182;IsConfid;ToolConfid;1
10307;67;Female;108921,00;Referral;Consideration;5261,84;0,04;0,20;30;7,64;14,70;98;4;8;1;2252;IsConfid;ToolConfid;1
10308;38;Female;76172,00;Email;Retention;9680,94;0,03;0,16;13;7,38;12,27;4;15;6;4;3204;IsConfid;ToolConfid;1
10309;18;Female;45437,00;Email;Retention;9213,18;0,20;0,13;48;5,89;7,08;32;12;1;3;1768;IsConfid;ToolConfid;1
10310;25;Female;28149,00;Social Media;Retention;3660,42;0,20;0,12;46;4,19;14,70;47;14;3;4;3839;IsConfid;ToolConfid;1
10311;46;Male;34671,00;Email;Awareness;7820,31;0,23;0,10;31;8,40;3,95;31;0;2;8;687;IsConfid;ToolConfid;1
10312;49;Male;123005,00;Social Media;Awareness;9221,05;0,04;0,05;42;2,44;10,35;78;0;9;4;2101;IsConfid;ToolConfid;1
10313;55;Female;43119,00;Email;Conversion;2683,17;0,28;0,08;12;4,91;0,75;58;1;1;3;3861;IsConfid;ToolConfid;1
10314;22;Female;66117,00;Email;Consideration;8319,93;0,17;0,09;37;6,88;5,90;97;18;1;3;200;IsConfid;ToolConfid;1
10315;64;Female;119317,00;PPC;Conversion;2752,17;0,20;0,19;16;8,39;1,65;63;1;7;4;4367;IsConfid;ToolConfid;1
10316;39;Female;36279,00;PPC;Consideration;3498,49;0,02;0,09;43;6,85;5,83;46;15;5;9;695;IsConfid;ToolConfid;1
10317;64;Female;88835,00;Referral;Conversion;2068,32;0,29;0,12;35;2,06;6,02;8;1;2;0;2225;IsConfid;ToolConfid;1
10318;51;Female;119810,00;SEO;Conversion;5120,09;0,17;0,19;41;1,91;5,94;34;6;7;8;2753;IsConfid;ToolConfid;1
10319;18;Female;146085,00;Referral;Retention;8448,78;0,17;0,11;17;1,45;6,51;46;0;2;0;96;IsConfid;ToolConfid;0
10320;43;Male;24803,00;Email;Retention;5327,72;0,28;0,06;18;6,04;9,44;87;0;4;6;3045;IsConfid;ToolConfid;1
10321;60;Female;102897,00;Referral;Retention;1322,06;0,28;0,08;6;3,19;3,25;81;17;0;3;596;IsConfid;ToolConfid;0
10322;27;Female;80805,00;PPC;Retention;2592,58;0,07;0,08;29;2,44;3,90;16;17;0;8;2637;IsConfid;ToolConfid;0
10323;47;Male;38201,00;Email;Retention;5672,33;0,28;0,15;11;1,76;9,86;0;15;9;9;4241;IsConfid;ToolConfid;1
10324;67;Female;146564,00;Email;Conversion;5873,56;0,22;0,07;10;6,78;7,26;54;0;1;0;1240;IsConfid;ToolConfid;1
10325;35;Female;48634,00;Referral;Consideration;5811,37;0,02;0,15;28;7,78;2,85;10;11;6;3;3015;IsConfid;ToolConfid;1
10326;34;Female;34760,00;Social Media;Awareness;862,33;0,08;0,18;2;8,72;11,92;32;10;0;6;2625;IsConfid;ToolConfid;1
10327;43;Female;30826,00;SEO;Awareness;7561,59;0,13;0,07;33;6,36;14,00;69;8;6;1;2131;IsConfid;ToolConfid;1
10328;25;Male;106821,00;Referral;Consideration;9103,34;0,18;0,04;33;4,19;7,25;55;9;9;4;1464;IsConfid;ToolConfid;1
10329;64;Female;132125,00;Referral;Awareness;5154,14;0,21;0,13;30;5,23;9,40;63;10;8;9;2457;IsConfid;ToolConfid;1
10330;57;Female;65775,00;SEO;Conversion;7216,41;0,07;0,08;21;6,73;12,32;92;12;4;6;2919;IsConfid;ToolConfid;1
10331;66;Female;146546,00;Email;Consideration;9148,75;0,25;0,11;1;7,42;14,47;57;11;5;9;4595;IsConfid;ToolConfid;1
10332;29;Male;134090,00;Email;Consideration;6461,97;0,26;0,13;26;6,80;14,55;19;5;9;9;502;IsConfid;ToolConfid;1
10333;44;Male;94676,00;Social Media;Awareness;6775,82;0,19;0,09;46;9,66;13,88;17;13;6;2;4199;IsConfid;ToolConfid;1
10334;25;Female;26798,00;Referral;Awareness;7241,90;0,28;0,19;35;7,75;12,33;77;5;7;7;1117;IsConfid;ToolConfid;1
10335;42;Male;135161,00;SEO;Conversion;2678,97;0,25;0,09;31;7,76;6,67;44;11;1;3;558;IsConfid;ToolConfid;1
10336;63;Male;86103,00;Referral;Retention;5868,51;0,07;0,07;34;8,38;10,21;42;17;1;4;4943;IsConfid;ToolConfid;1
10337;21;Female;97160,00;PPC;Consideration;8437,53;0,24;0,18;16;5,14;11,57;19;19;8;4;4114;IsConfid;ToolConfid;1
10338;50;Female;97751,00;Referral;Retention;3032,01;0,29;0,04;33;3,38;1,83;56;10;5;6;2050;IsConfid;ToolConfid;1
10339;18;Female;93502,00;Referral;Awareness;8981,99;0,05;0,03;25;8,35;2,19;81;1;6;7;4236;IsConfid;ToolConfid;1
10340;36;Male;71410,00;PPC;Consideration;6241,78;0,29;0,19;9;5,18;10,73;26;11;4;0;808;IsConfid;ToolConfid;1
10341;48;Female;60888,00;PPC;Retention;4289,43;0,02;0,05;38;6,46;10,17;17;14;0;9;2422;IsConfid;ToolConfid;1
10342;33;Female;69047,00;SEO;Conversion;6269,51;0,16;0,04;8;4,87;12,16;16;5;7;6;1448;IsConfid;ToolConfid;1
10343;31;Male;115289,00;Email;Conversion;4078,41;0,23;0,11;24;4,56;3,18;59;4;0;7;4126;IsConfid;ToolConfid;1
10344;65;Male;129640,00;Social Media;Conversion;8396,55;0,24;0,02;19;7,04;14,08;88;14;0;1;636;IsConfid;ToolConfid;1
10345;22;Female;122614,00;PPC;Consideration;4874,95;0,22;0,13;14;6,99;3,96;4;10;1;0;46;IsConfid;ToolConfid;0
10346;58;Female;65955,00;Email;Consideration;9022,01;0,16;0,10;39;3,78;2,46;5;14;4;8;3214;IsConfid;ToolConfid;1
10347;43;Female;132393,00;SEO;Consideration;5147,10;0,20;0,13;48;2,70;5,20;99;18;3;8;4551;IsConfid;ToolConfid;1
10348;45;Male;21982,00;Referral;Consideration;6637,65;0,21;0,06;26;2,18;12,22;96;0;3;2;4077;IsConfid;ToolConfid;1
10349;19;Male;53864,00;SEO;Consideration;9977,67;0,15;0,18;10;2,02;0,91;14;4;0;9;1903;IsConfid;ToolConfid;0
10350;67;Female;141298,00;SEO;Retention;1554,96;0,18;0,06;15;8,36;3,79;38;3;0;8;4060;IsConfid;ToolConfid;1
10351;23;Male;99118,00;PPC;Retention;7393,62;0,26;0,13;29;3,58;14,36;79;8;9;0;3895;IsConfid;ToolConfid;1
10352;26;Female;105490,00;Social Media;Conversion;1474,84;0,10;0,19;21;7,11;0,75;38;5;1;0;623;IsConfid;ToolConfid;0
10353;50;Female;59265,00;PPC;Retention;8404,78;0,16;0,09;23;3,59;4,53;87;10;1;1;3121;IsConfid;ToolConfid;1
10354;58;Male;66313,00;Referral;Retention;6004,89;0,01;0,04;49;7,00;5,22;20;2;0;6;1492;IsConfid;ToolConfid;1
10355;42;Female;64350,00;PPC;Conversion;9387,78;0,21;0,02;23;9,86;13,90;12;8;9;3;284;IsConfid;ToolConfid;1
10356;65;Female;35378,00;Referral;Conversion;8672,97;0,07;0,19;35;1,59;12,84;28;10;7;8;1991;IsConfid;ToolConfid;1
10357;30;Female;129168,00;PPC;Awareness;841,23;0,15;0,16;17;6,88;7,17;97;8;2;5;371;IsConfid;ToolConfid;1
10358;26;Male;138334,00;Social Media;Conversion;1459,30;0,07;0,18;19;3,54;5,10;4;0;7;7;1541;IsConfid;ToolConfid;1
10359;30;Male;137107,00;Email;Retention;6051,59;0,02;0,14;7;1,75;14,19;66;12;4;6;720;IsConfid;ToolConfid;1
10360;48;Female;89815,00;Social Media;Consideration;5231,31;0,15;0,08;14;1,71;3,23;20;0;2;8;1892;IsConfid;ToolConfid;1
10361;58;Female;47924,00;PPC;Conversion;1768,79;0,13;0,03;12;4,34;7,41;8;17;5;9;3162;IsConfid;ToolConfid;1
10362;28;Male;102593,00;SEO;Awareness;1380,66;0,13;0,19;35;5,87;6,57;66;10;1;8;1270;IsConfid;ToolConfid;1
10363;21;Male;137490,00;Email;Retention;5683,51;0,07;0,10;13;6,83;14,06;43;14;0;1;3798;IsConfid;ToolConfid;1
10364;51;Male;27312,00;SEO;Awareness;584,32;0,28;0,09;46;6,11;11,46;61;15;8;0;2552;IsConfid;ToolConfid;1
10365;55;Female;50353,00;Social Media;Awareness;8749,98;0,01;0,12;46;9,08;7,22;93;0;2;8;2315;IsConfid;ToolConfid;1
10366;63;Female;133744,00;Email;Retention;8090,12;0,27;0,03;23;2,38;9,30;66;10;6;8;4032;IsConfid;ToolConfid;1
10367;21;Female;120673,00;PPC;Awareness;7875,16;0,22;0,07;36;8,46;13,66;61;5;8;2;3428;IsConfid;ToolConfid;1
10368;55;Male;106450,00;SEO;Retention;258,37;0,06;0,13;23;5,75;12,55;61;11;3;6;844;IsConfid;ToolConfid;1
10369;36;Female;36192,00;PPC;Awareness;571,65;0,15;0,03;46;8,75;9,42;59;18;8;7;414;IsConfid;ToolConfid;1
10370;23;Male;37450,00;Referral;Consideration;5543,41;0,30;0,04;17;4,84;13,77;48;0;3;1;1822;IsConfid;ToolConfid;1
10371;51;Female;25432,00;Email;Conversion;9944,81;0,20;0,11;31;5,34;6,01;38;1;1;2;1183;IsConfid;ToolConfid;1
10372;35;Female;77225,00;SEO;Consideration;3488,93;0,05;0,13;34;4,80;11,13;40;19;5;6;3495;IsConfid;ToolConfid;1
10373;30;Male;116548,00;Social Media;Consideration;3509,31;0,14;0,05;19;1,87;0,73;49;11;8;2;4867;IsConfid;ToolConfid;1
10374;58;Female;118991,00;Social Media;Awareness;1429,35;0,15;0,02;41;2,31;8,95;97;0;2;8;2406;IsConfid;ToolConfid;0
10375;40;Male;98711,00;Social Media;Conversion;6775,92;0,24;0,19;31;5,66;2,49;16;6;1;6;3820;IsConfid;ToolConfid;1
10376;36;Male;85604,00;Social Media;Conversion;6502,10;0,28;0,02;36;5,80;8,10;52;9;4;8;3384;IsConfid;ToolConfid;1
10377;62;Female;30295,00;SEO;Conversion;1103,09;0,03;0,01;36;5,21;4,07;54;15;6;6;1965;IsConfid;ToolConfid;1
10378;28;Female;26774,00;Referral;Awareness;4727,38;0,10;0,07;46;1,12;6,02;77;14;5;5;2480;IsConfid;ToolConfid;1
10379;18;Female;135107,00;Social Media;Consideration;6704,04;0,10;0,05;32;5,55;11,99;74;8;3;4;4987;IsConfid;ToolConfid;1
10380;41;Female;32190,00;Social Media;Retention;4985,81;0,30;0,12;0;2,20;1,35;55;13;8;1;1968;IsConfid;ToolConfid;0
10381;24;Female;51286,00;Social Media;Retention;6776,20;0,17;0,18;47;6,10;8,29;0;3;0;7;4349;IsConfid;ToolConfid;1
10382;42;Male;96325,00;Referral;Retention;8181,08;0,27;0,10;27;3,59;2,60;64;5;9;3;1600;IsConfid;ToolConfid;1
10383;38;Male;114450,00;Email;Conversion;6889,57;0,13;0,16;26;9,92;8,81;63;14;0;7;1925;IsConfid;ToolConfid;1
10384;32;Female;117480,00;Social Media;Retention;6199,53;0,22;0,18;16;4,23;9,69;51;7;6;5;853;IsConfid;ToolConfid;1
10385;18;Male;92427,00;Social Media;Consideration;8550,54;0,09;0,05;45;8,39;3,14;14;9;4;9;1309;IsConfid;ToolConfid;1
10386;29;Female;107513,00;Social Media;Retention;9015,83;0,27;0,10;14;3,21;0,59;1;6;3;5;839;IsConfid;ToolConfid;1
10387;24;Male;84014,00;Email;Conversion;3949,98;0,14;0,13;13;2,71;1,74;11;16;4;2;491;IsConfid;ToolConfid;1
10388;32;Female;115887,00;Social Media;Conversion;1815,17;0,24;0,07;30;2,99;10,50;44;12;2;6;3273;IsConfid;ToolConfid;1
10389;38;Female;95852,00;Email;Retention;8196,82;0,08;0,15;33;4,00;6,01;56;7;0;6;280;IsConfid;ToolConfid;1
10390;36;Male;75256,00;Email;Conversion;2216,16;0,21;0,14;2;8,64;5,91;41;10;8;4;3451;IsConfid;ToolConfid;1
10391;46;Male;148477,00;PPC;Retention;9296,61;0,13;0,09;11;7,88;10,53;1;0;4;5;1351;IsConfid;ToolConfid;1
10392;42;Female;138580,00;PPC;Conversion;326,49;0,02;0,03;25;4,92;7,71;86;5;9;5;1662;IsConfid;ToolConfid;1
10393;50;Male;118743,00;Social Media;Awareness;9220,58;0,13;0,01;23;2,69;9,74;61;5;5;7;2600;IsConfid;ToolConfid;1
10394;66;Male;78630,00;SEO;Awareness;5932,91;0,17;0,08;33;1,44;13,83;33;8;7;8;2799;IsConfid;ToolConfid;1
10395;49;Female;135896,00;PPC;Consideration;7769,95;0,05;0,03;7;6,57;7,85;16;1;9;5;3233;IsConfid;ToolConfid;1
10396;66;Male;111190,00;PPC;Awareness;4045,08;0,06;0,16;11;7,36;9,75;40;16;5;2;4663;IsConfid;ToolConfid;1
10397;52;Female;82771,00;SEO;Retention;9917,99;0,14;0,07;8;6,46;9,78;77;1;9;4;3141;IsConfid;ToolConfid;1
10398;61;Female;71715,00;Referral;Conversion;2352,76;0,11;0,14;25;5,51;8,25;74;6;2;0;4681;IsConfid;ToolConfid;1
10399;55;Male;27466,00;Social Media;Consideration;2717,00;0,14;0,08;45;9,76;10,13;83;18;7;0;4854;IsConfid;ToolConfid;1
10400;43;Female;146503,00;Referral;Retention;609,18;0,14;0,16;37;1,22;12,60;70;19;1;9;3594;IsConfid;ToolConfid;1
10401;28;Female;37637,00;Referral;Retention;9410,69;0,05;0,18;48;9,90;12,21;64;2;6;9;1260;IsConfid;ToolConfid;1
10402;52;Male;146237,00;Email;Consideration;4614,69;0,06;0,17;42;3,49;1,33;14;10;5;0;1275;IsConfid;ToolConfid;1
10403;25;Female;88745,00;Email;Consideration;6781,04;0,26;0,10;18;4,45;14,30;37;12;1;8;4229;IsConfid;ToolConfid;1
10404;63;Male;56317,00;Social Media;Retention;6905,66;0,06;0,03;20;7,77;12,78;97;15;3;9;641;IsConfid;ToolConfid;1
10405;31;Male;69766,00;SEO;Conversion;8757,57;0,20;0,08;12;3,04;14,57;72;8;2;1;2558;IsConfid;ToolConfid;1
10406;27;Male;23078,00;Email;Retention;6682,76;0,13;0,09;34;7,39;3,31;64;18;0;9;3522;IsConfid;ToolConfid;1
10407;19;Male;47299,00;PPC;Conversion;5664,01;0,29;0,19;2;3,99;8,28;8;11;2;0;1395;IsConfid;ToolConfid;1
10408;63;Male;121794,00;Social Media;Consideration;7132,15;0,03;0,12;24;9,47;6,88;41;15;6;4;4223;IsConfid;ToolConfid;1
10409;26;Female;23543,00;Referral;Retention;7534,61;0,25;0,13;31;2,55;5,97;65;5;5;7;1851;IsConfid;ToolConfid;1
10410;20;Female;142790,00;Social Media;Awareness;1940,69;0,15;0,16;20;9,39;6,39;85;4;2;4;1347;IsConfid;ToolConfid;1
10411;38;Female;114627,00;Email;Retention;1185,70;0,01;0,12;13;8,12;13,60;88;4;1;4;3179;IsConfid;ToolConfid;1
10412;43;Female;71052,00;SEO;Conversion;841,00;0,09;0,12;30;2,53;10,63;50;10;5;9;3910;IsConfid;ToolConfid;1
10413;25;Female;114483,00;Referral;Retention;3803,13;0,13;0,06;7;4,49;5,21;77;13;6;1;3377;IsConfid;ToolConfid;1
10414;65;Female;42064,00;SEO;Conversion;5030,20;0,10;0,02;6;1,94;5,99;98;13;1;6;4351;IsConfid;ToolConfid;1
10415;19;Female;92287,00;Social Media;Awareness;6194,93;0,12;0,15;35;6,40;7,29;79;8;6;0;4366;IsConfid;ToolConfid;1
10416;23;Male;100442,00;SEO;Consideration;9584,54;0,28;0,17;34;9,64;5,82;18;7;2;1;2553;IsConfid;ToolConfid;1
10417;45;Female;140550,00;SEO;Awareness;3374,80;0,11;0,09;18;1,71;3,55;30;10;5;4;3052;IsConfid;ToolConfid;1
10418;46;Male;103632,00;Social Media;Conversion;7632,65;0,13;0,11;1;3,32;6,81;65;9;4;6;1082;IsConfid;ToolConfid;1
10419;43;Male;34425,00;Referral;Consideration;5360,44;0,23;0,07;4;7,80;1,65;31;18;0;6;2280;IsConfid;ToolConfid;1
10420;42;Female;71481,00;SEO;Consideration;2278,89;0,24;0,10;43;5,12;12,89;99;19;8;7;3919;IsConfid;ToolConfid;1
10421;29;Male;97347,00;SEO;Retention;6191,52;0,03;0,05;1;4,05;12,46;74;15;3;5;409;IsConfid;ToolConfid;1
10422;22;Male;103114,00;Social Media;Awareness;9675,04;0,21;0,15;17;6,41;13,43;7;4;4;2;2982;IsConfid;ToolConfid;1
10423;51;Female;92317,00;PPC;Conversion;1330,65;0,15;0,10;14;3,65;6,97;68;5;2;7;327;IsConfid;ToolConfid;1
10424;65;Female;142850,00;SEO;Conversion;5122,07;0,05;0,11;15;3,96;9,94;97;10;6;0;1178;IsConfid;ToolConfid;1
10425;54;Female;106826,00;Email;Consideration;610,92;0,09;0,02;11;8,26;12,24;31;10;9;2;3698;IsConfid;ToolConfid;1
10426;32;Female;70530,00;Referral;Retention;3280,04;0,02;0,13;43;4,52;5,07;46;15;3;7;3059;IsConfid;ToolConfid;1
10427;61;Male;101099,00;SEO;Conversion;6243,97;0,11;0,05;35;7,31;9,68;69;7;3;2;1661;IsConfid;ToolConfid;1
10428;53;Male;45888,00;Social Media;Retention;8426,46;0,08;0,08;21;2,36;6,85;7;18;8;4;3496;IsConfid;ToolConfid;1
10429;32;Female;47491,00;Email;Consideration;7330,25;0,12;0,09;27;4,59;5,92;33;0;2;4;3772;IsConfid;ToolConfid;1
10430;60;Male;133101,00;Social Media;Consideration;4682,28;0,18;0,10;39;5,97;12,96;3;8;4;6;748;IsConfid;ToolConfid;1
10431;65;Female;52352,00;SEO;Consideration;9101,31;0,22;0,05;42;3,41;9,55;35;13;2;3;4866;IsConfid;ToolConfid;1
10432;40;Male;135437,00;Email;Retention;3096,88;0,19;0,17;21;4,79;9,54;43;19;1;9;250;IsConfid;ToolConfid;1
10433;23;Female;41676,00;Referral;Conversion;7564,44;0,21;0,09;3;7,84;2,77;24;2;5;1;4240;IsConfid;ToolConfid;1
10434;63;Female;85836,00;Referral;Awareness;4792,69;0,26;0,13;11;2,45;5,53;25;4;7;1;3720;IsConfid;ToolConfid;1
10435;67;Female;57463,00;Referral;Retention;8996,49;0,26;0,13;20;5,51;12,70;32;1;4;6;4977;IsConfid;ToolConfid;1
10436;61;Female;130478,00;PPC;Consideration;7994,58;0,26;0,13;26;3,36;3,60;8;17;1;2;2566;IsConfid;ToolConfid;1
